Emanuel? C. singled to shortstop (1-1).
Emanuel? C. advanced to second on a wild pitch.
Milz struck out swinging (2-2).
DiCarlo grounded out to 2b (0-1): Emanuel? C. advanced to third.
Febrey fouled out to 3b (2-1).
Bryan struck out swinging (2-2).
Burton lined out to cf (2-2).
O'Neal struck out swinging (2-2).
Morgan struck out looking (2-2).
Doggett struck out looking (2-2).
Emanuel? C. out at first c to 2b? bunt (1-0).
Milz fouled out to 3b (2-2).
DiCarlo struck out looking (2-2).
Febrey grounded out to 2b (3-2).
Bryan struck out swinging (1-2).
Burton flied out to rf (0-0).
O'Neal lined out to 2b (1-1).
Morgan popped up to c (3-2).
Doggett singled to second base (0-2).
Emanuel? C. grounded out to c unassisted (0-1).
Emanuel called out of the box.
Milz flied out to lf (0-0).
DiCarlo popped up to 2b (0-1).
Febrey popped up to ss (1-0).
Bryan struck out swinging (2-2).
Krzysko to cf for Parr.
Edwards to dp.
Burton flied out to lf (1-0).
O'Neal singled through the left side (0-0).
Armistead pinch ran for O'Neal.
Morgan grounded out to 3b? SAC? bunt (0-1): Armistead advanced to second.
Doggett struck out looking (0-2).
Emanuel? C. singled to second base (0-0).
Emanuel? C. advanced to second on a passed ball.
Milz singled? RBI (2-2): Emanuel? C. scored? unearned.
Emanuel? C. struck out swinging (0-2).
Milz struck out swinging (1-2).
DiCarlo singled through the left side (1-1).
Febrey hit by pitch (0-1): DiCarlo advanced to second.
Bryan grounded out to 1b unassisted (3-1).
Burton grounded out to p (1-1).
O'Neal grounded out to 3b.
Morgan struck out swinging (2-2).
Doggett singled to left field (2-1).
Emanuel? C. singled to shortstop (2-2): Doggett advanced to second.
Milz out at first 3b to 2b? SAC? bunt (0-0): Emanuel? C. advanced to second: Doggett advanced to third.
DiCarlo homered to right field? 3 RBI (1-0): Emanuel? C. scored: Doggett scored.
Febrey grounded out to 1b unassisted (2-1).
Bryan hit by pitch (2-2).
Burton walked (3-2): Bryan advanced to second.
O'Neal singled through the left side? RBI? advanced to second on a throwing error by lf (3-1): Burton advanced to third: Bryan scored.
Morgan struck out swinging (2-2).
Doggett flied out to cf (1-1).
Emanuel? C. reached on a throwing error by ss (1-2).
Emanuel? C. stole second.
Milz singled through the right side? RBI (2-2): Emanuel? C. scored? unearned.
DiCarlo lined out to lf (1-0).
Febrey grounded out to 1b unassisted (1-1).
Belans to ss for Benz.
Diaz to 1b for Edwards.
Bryan grounded out to 2b (0-1).
Burton flied out to cf (1-1).
O'Neal grounded out to ss (0-2).
Buczek to ss.
Cooper to lf for Malkin.
Manzo to 3b.
Haff to p for Storms.
Harding? Kay pinch hit for Morgan.
Harding? Kay popped up to 2b (0-2).
Doggett struck out swinging (1-2).
Emanuel? C. grounded out to ss (0-1).
Emanuel? C. singled to left field (2-2).
Emanuel? C. out at second c to 2b? caught stealing.
Milz flied out to lf (2-2).
DiCarlo lined out to 3b (1-2).
Febrey grounded out to ss (2-2).
O'Neal struck out swinging? out at first c to 1b (3-2).
Bryan popped up to ss (1-1).
Burton grounded out to p (1-1).
Railey walked (3-1).
Doggett reached on a fielder's choice (1-2): Railey out at second 2b unassisted.
Emanuel? C. homered to right center? 2 RBI (0-1): Doggett scored.
Milz grounded out to ss (1-0).
DiCarlo grounded out to p (0-0).
Febrey walked (3-0).
Febrey advanced to second on a throwing error by c? failed pickoff attempt.
O'Neal flied out to cf (2-1): Febrey advanced to third.
Bryan struck out swinging (0-2).
Burton walked (3-1).
Burton stole second.
Burton advanced to third on a passed ball.
Railey singled to center field? RBI (2-2): Burton scored.
Doggett grounded out to p (0-2): Railey advanced to second.
Emanuel? C. singled to second base (2-2): Railey advanced to third.
Emanuel? C. stole second.
Milz popped up to ss (1-1).
DiCarlo popped up to ss (3-1).
Alemany to 3b for Stokes.
Rokos to rf for Baglivo.
Febrey doubled to right field (3-2).
O'Neal flied out to rf: Febrey advanced to third.
Bryan fouled out to rf? SF? RBI (1-0): Febrey scored.
Burton grounded out to p (0-1).
Emanuel? C. grounded out to ss (0-2).
Milz walked (3-2).
DiCarlo struck out swinging (2-2).
Febrey walked (3-1): Milz advanced to second.
O'Neal homered to right field? 3 RBI (3-2): Febrey scored: Milz scored.
Bryan hit by pitch (0-1).
Bryan stole second.
Burton struck out swinging (0-2).
Morgan struck out swinging (0-2).
Doggett grounded out to ss (1-0).
Emanuel? C. flied out to cf (0-0).
Milz lined out to 2b (3-2).
DiCarlo popped up to 2b (3-2).
Febrey grounded out to 2b (1-1).
O'Neal singled through the right side (2-2).
Armistead pinch ran for O'Neal.
Bryan reached on a fielder's choice (0-2): Armistead out at second ss to 2b.
Burton grounded out to 3b? SAC? bunt (0-1): Bryan advanced to second.
