PETREE? J. grounded out to 3b (0-1).
CASWELL? H. singled to catcher (1-2).
ANDERSON? M. grounded out to 2b (0-0): CASWELL? H. advanced to second.
HARRIS? L. struck out looking (3-2).
HYATT? M. grounded out to 3b (0-0).
LYONS? C. grounded out to p (1-1).
WHITE? C. grounded out to ss (1-0).
BISSETT? P. doubled to right field (0-0).
WILBANKS? A. reached on a throwing error by 3b? advanced to second (2-0): BISSETT? P. advanced to third.
PETREE? J. singled to third base.
CASWELL? H. reached on a fielder's choice (0-1): PETREE? J. advanced to second: WILBANKS? A. advanced to third: BISSETT? P. out at home p to c.
ANDERSON? M. singled to center field? 2 RBI (0-0): CASWELL? H. advanced to second: PETREE? J. scored: WILBANKS? A. scored? unearned.
HARRIS? L. infield fly to ss (1-2).
HYATT? M. singled? advanced to second on the throw? RBI (1-0): ANDERSON? M. advanced to third: CASWELL? H. scored? unearned.
LYONS? C. grounded out to 3b (1-0).
WHITE? C. lined out to ss (1-1).
BISSETT? P. singled up the middle (2-0).
WILBANKS? A. grounded out to c unassisted (0-2).
PETREE? J. grounded out to 3b (0-0).
JOHNSON?M. to c for PRESSLEY? L..
CASWELL? H. popped up to 3b (2-1).
Diving catch by Thornton.
ANDERSON? M. grounded out to ss (0-1).
HARRIS? L. walked (3-2).
HYATT? M. singled to right center (1-0): HARRIS? L. advanced to second.
LYONS? C. grounded out to 3b (1-1).
PETREE? J. struck out swinging (2-2).
LYONS? C. lined out to 3b (3-2).
ANDERSON? M. struck out swinging (2-2).
WHITE? C. to cf.
WILBANKS? A. to rf.
HYATT? M. popped up to lf (0-2).
HARRIS? L. struck out swinging (3-2).
CASWELL? H. struck out swinging (1-2).
WHITE? C. popped up to 3b (0-2).
BISSETT? P. popped up to lf (2-2).
WILBANKS? A. singled to center field (2-2).
PETREE? J. singled to third base? bunt (0-1); WILBANKS? A. advanced to second.
LYONS? C. grounded out to p (0-0).
ANDERSON? M. grounded out to p (2-2).
HYATT? M. singled to left field (0-0).
HARRIS? L. struck out looking (1-2).
CASWELL? H. struck out swinging (0-2).
ERICH? A. to cf.
WHITE? C. struck out looking (2-2).
BISSETT? P. popped up to p (0-0).
WILBANKS? A. flied out to cf (0-2).
PETREE? J. walked (3-2).
LYONS? C. grounded out to ss (2-2); PETREE? J. advanced to second.
ANDERSON? M. popped up to p (1-0); PETREE? J. no advance.
HYATT? M. hit by pitch (0-1); PETREE? J. no advance.
HARRIS? L. singled to right field? RBI (1-1); HYATT? M. advanced to third; PETREE? J. scored.
CASWELL? H. singled to first base? RBI (3-2); HARRIS? L. advanced to second; HYATT? M. scored.
WHITE? C. grounded out to ss (1-0).
BISSETT? P. hit by pitch (3-2).
WILBANKS? A. reached on a fielder's choice? bunt (1-0); BISSETT? P. out at second 3b to 2b.
PETREE? J. grounded out to 3b? SAC? bunt (1-0); WILBANKS? A. advanced to second.
LYONS? C. lined out to 2b (1-0).
BISHOP? Au. to 1b for CICERCHIA? J.
ANDERSON? M. singled to center field (0-0).
HYATT? M. singled to shortstop (1-0); ANDERSON? M. advanced to second.
ENGLER? E. to p for CASSADY? C..
LUCAS? K. pinch ran for ANDERSON? M..
HARRIS? L. hit into double play 3b to 1b (0-2); HYATT? M. advanced to second; LUCAS? K. out on the play.
