Sharabba walked (3-1).
Murphy reached on an error by 2b (0-0)3a Sharabba advanced to second.
Murphy advanced to second3a Sharabba out at third c to 3b? caught stealing.
Cook walked (3-1).
Cook advanced to second3a Murphy advanced to third on a passed ball.
Martinez singled? RBI (3-1)3a Murphy scored.
Severini struck out swinging (0-2).
DiEmmanuele singled to left field (0-0)3a Martinez advanced to second3a Cook advanced to third.
Chimento lined out to cf (2-2).
Sellers struck out swinging (1-2).
Markopoulos struck out looking (1-2).
Sharabba lined out to 1b (2-2).
Murphy singled to center field (0-0).
Murphy advanced to second on a wild pitch.
Cook singled? advanced to second on an error by 3b? advanced to third on the throw (2-1)3a Murphy scored? unearned.
Martinez grounded out to 2b? RBI (0-0)3a Cook scored? unearned.
Severini struck out swinging (0-2).
DiEmmanuele struck out swinging (2-2).
Chimento hit by pitch (1-1).
Sellers singled through the right side (2-2)3a Chimento advanced to second.
Moore pinch hit for Markopoulos.
Moore reached on a fielder's choice (0-1)3a Sellers advanced to second3a Chimento out at third ss to 3b.
Markopoulos pinch ran for Moore.
Sharabba grounded into double play 3b to 1b (2-2)3a Sellers out on the play.
Murphy flied out to cf (0-0).
Cook struck out swinging (3-2).
Martinez fouled out to c (2-0).
Severini grounded out to p (0-2).
DiEmmanuele grounded out to 2b (3-2).
Chimento lined out to rf (3-2).
MCDANIEL to dp.
NAKAMA to 2b.
Sharabba grounded out to 3b (2-2).
Murphy grounded out to 3b (0-0).
Cook singled to pitcher (0-1).
Martinez doubled to center field? RBI (1-0)3a Cook scored.
Chimento fouled out to 1b (1-1).
DiEmmanuele out at first 3b to 2b (1-1).
Severini walked (3-1).
Sellers struck out looking (3-2).
Markopoulos singled? bunt (2-1)3a Severini advanced to second.
Sharabba hit by pitch (1-1)3a Markopoulos advanced to second3a Severini advanced to third.
Murphy flied out to lf (1-1).
Cook flied out to cf (2-1).
Martinez lined out to 3b (1-0).
Chimento popped up to p (1-2).
DiEmmanuele flied out to cf (0-0).
Severini doubled to right field (1-1).
Sellers fouled out to 1b (1-2).
Moore pinch hit for Markopoulos.
Moore reached on catcher's interference (2-2).
Markopoulos pinch ran for Moore.
Sharabba reached on an error by cf? advanced to second (2-1)3a Markopoulos scored? unearned3a Severini scored? unearned.
Murphy lined out to lf (1-1).
DAHMAN to cf for GUEVARRA.
BATES to lf for CASAZZA.
Cook doubled to left field (2-1).
Martinez doubled to center field? RBI (3-2)3a Cook scored.
Belinskas pinch ran for Martinez.
Chimento hit by pitch (0-0).
DiEmmanuele out at first 3b to 2b? SAC? bunt (2-1)3a Chimento advanced to second3a Belinskas advanced to third.
Severini fouled out to 3b (2-1).
Sellers grounded out to ss (0-0).
Markopoulos struck out swinging (1-2).
Sharabba grounded out to ss (0-0).
Murphy singled up the middle (3-2).
Cook hit by pitch (2-1)3a Murphy advanced to second.
OLSON to p for STOCKLEY.
Martinez flied out to lf (1-2).
Sharabba doubled down the lf line (2-0).
Murphy doubled to left center? RBI (0-0)3a Sharabba scored.
Martinez singled to right field (0-0)3a Murphy advanced to third.
Cook singled up the middle? RBI (1-1)3a Martinez advanced to second3a Murphy scored.
Severini reached on a fielder's choice (2-2)3a Cook advanced to second3a Martinez advanced to third on an error by 3b.
DiEmmanuele fouled out to 3b (0-0).
Chimento struck out swinging (0-2).
Sellers popped up to 2b (0-1).
Markopoulos struck out swinging (2-2).
Sharabba doubled to left center (2-2).
Murphy homered to left center? 2 RBI (0-0)3a Sharabba scored.
Davis? C. to p for Hanson? K..
Martinez singled to center field (1-1).
Cook grounded into double play p to ss to 1b (1-0)3a Martinez out on the play.
Severini singled to left field (0-1).
DiEmmanuele grounded out to p? SAC? bunt (1-1)3a Severini advanced to second.
Chimento hit by pitch (0-0).
Sellers reached on a fielder's choice (2-1)3a Chimento out at second ss to 2b3a Severini advanced to third.
Moore pinch hit for Markopoulos.
Moore grounded out to 3b (0-0).
Sherrill? S. to 3b.
Warren? J. to dp.
Mason? E. to c for Shelnutt? A..
Farris? L. to 2b.
Sharabba grounded out to p (1-2).
Murphy singled to pitcher (0-0).
Martinez grounded into double play ss to 2b to 1b (2-0)3a Murphy out on the play.
Casas? Z. to lf.
Copeland? S. to p for Morgan? D..
Davis? C. to rf.
Cook struck out swinging (3-2).
Severini singled to left center (1-2).
Severini advanced to second on a wild pitch.
DiEmmanuele walked (3-2).
Chimento grounded out to 1b unassisted (2-0)3a DiEmmanuele advanced to second3a Severini advanced to third.
Sellers grounded out to p (0-0).
Bush? D. to dp.
Rosario? K. to rf.
Morgan? D. to lf for Stutsman? S..
King? M. to p for Davis? C..
Markopoulos out at first 3b to 2b? bunt (0-0).
Sharabba tripled to right center (0-0).
Murphy grounded out to ss (0-2)3a Sharabba no advance.
Martinez walked (3-0).
Cook struck out swinging (1-2).
Severini flied out to 2b (0-0).
DiEmmanuele grounded out to ss (1-2).
