Jersey,Player,Yr,Pos,GP,GS,App,GS,ERA,IP,HA,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,HR-A,CSO,WP,BK,HB,KL,IBB,CG,Inh Run,Inh Run Score,SHA,SFA,CIA,GO,FO,W,L,SV
20,"Ablan, Amanda",So,SP/RP,15,9,,,0.00,15.1,11,0,0,13,21,,73,58,1,,1,,2,,,3,,,,,,,,12,12,,,
5,"Avant, Mary Wilson",So,SP/RP,32,21,,,0.00,51.0,45,0,0,27,37,,234,202,6,,1,,3,,1,9,0,,,,,,,75,33,,,
24,"Bass, Kylie",Jr,SP/RP,25,13,,,0.00,41.2,43,0,0,11,33,,188,168,6,1,4,,1,,6,8,,,,,,,,32,60,,,
18,"Gray, Brittany",Sr,SP/RP,20,16,,,0.00,37.1,24,0,0,12,41,,155,140,7,,,,1,,3,11,,,,,,,,47,25,,,
0,"Mathis, Lauren",Fr,SP/RP,14,2,,,0.00,10.1,8,0,0,5,5,,43,36,,,1,,,,,,,,,,,,,10,14,,,
13,"McPherson, Madison",Fr,UT,5,,,,0.00,0.1,1,0,0,0,0,,2,2,,,,,,,,,,,,,,,,1,,,,
17,"Napoli, Keara",Fr,SP/RP,7,,,,0.00,4.2,5,0,0,1,2,,20,18,,1,,,,,,,,,,,,,,10,1,,,
