x,center,left,right,first,second,third,N/A,to ss,to pitcher
singled,1,5,0,0,0,0,1,0,0
doubled,4,0,0,0,0,0,0,0,0
tripled,0,0,0,0,0,0,0,0,0
homered,0,2,0,0,0,0,0,0,0
popped,0,0,0,1,1,1,0,0,0
lined,0,0,0,0,0,0,0,1,0
flied,6,2,4,0,0,0,0,0,0
grounded,0,0,0,1,2,1,0,6,0
at bat,47
walked,3
out,5
advanced,5
scored,0
