x,center,left,right,first,second,third,N/A,to ss,to pitcher
singled,2,2,1,0,0,0,0,0,0
doubled,0,0,0,0,0,0,0,0,0
tripled,0,0,0,0,0,0,0,0,0
homered,1,2,1,0,0,0,0,0,0
popped,0,0,0,0,0,0,0,0,0
lined,0,0,0,0,1,1,0,0,0
flied,3,1,2,0,0,0,0,0,0
grounded,0,0,0,2,4,1,0,1,0
at bat,48
walked,9
out,14
advanced,3
scored,0
