x,center,left,right,first,second,third,N/A,to ss,to pitcher
singled,2,2,0,0,0,0,1,0,0
doubled,2,2,0,0,0,0,0,0,0
tripled,0,0,0,0,0,0,0,0,0
homered,3,1,2,0,0,0,0,0,0
popped,0,0,0,1,3,0,0,1,0
lined,1,1,0,0,0,1,0,0,0
flied,1,1,3,0,0,0,0,0,0
grounded,0,0,0,2,3,0,0,2,2
at bat,53
walked,7
out,9
advanced,7
scored,0
