x,center,left,right,first,second,third,N/A,to ss,to pitcher
singled,1,1,0,0,0,0,1,0,0
doubled,3,0,0,0,0,0,0,0,0
tripled,0,0,0,0,0,0,0,0,0
homered,0,0,0,0,0,0,0,0,0
popped,1,0,0,0,0,0,0,1,0
lined,0,0,0,0,0,0,0,0,0
flied,0,0,0,0,0,0,0,1,0
grounded,0,0,0,0,1,0,0,2,0
at bat,28
walked,3
out,11
advanced,1
scored,2
