x,center,left,right,first,second,third,N/A,to ss,to pitcher
singled,2,3,1,0,1,1,0,0,1
doubled,0,0,0,0,0,0,0,0,0
tripled,0,0,0,0,0,0,0,0,0
homered,0,0,0,0,0,0,0,0,0
popped,0,0,0,0,2,0,0,0,1
lined,0,0,0,0,1,0,0,0,0
flied,2,1,3,0,0,0,0,0,0
grounded,0,0,0,1,0,0,0,4,0
at bat,32
walked,1
out,5
advanced,5
scored,2
