x,center,left,right,first,second,third,N/A,to ss,to pitcher
singled,1,1,1,0,1,0,0,0,0
doubled,0,0,0,0,0,0,0,0,0
tripled,0,0,0,0,0,0,0,0,0
homered,0,0,0,0,0,0,0,0,0
popped,0,0,0,0,0,0,0,0,0
lined,0,0,0,0,0,0,0,0,0
flied,1,1,3,0,0,0,0,0,0
grounded,0,0,0,0,1,1,0,1,0
at bat,19
walked,0
out,7
advanced,3
scored,0
