x,center,left,right,first,second,third,N/A,to ss,to pitcher
singled,0,4,3,0,3,1,3,0,0
doubled,1,0,0,0,0,0,0,0,0
tripled,0,0,0,0,0,0,0,0,0
homered,1,0,0,0,0,0,0,0,0
popped,0,0,0,0,0,3,0,1,0
lined,0,0,0,0,1,0,0,0,0
flied,2,1,1,0,0,0,0,0,0
grounded,0,0,0,0,1,2,0,3,2
at bat,55
walked,4
out,18
advanced,6
scored,0
