x,center,left,right,first,second,third,N/A,to ss,to pitcher
singled,1,1,2,0,2,0,3,0,1
doubled,0,0,0,0,0,0,0,0,0
tripled,2,0,0,0,0,0,0,0,0
homered,0,0,0,0,0,0,0,0,0
popped,0,0,0,0,0,0,0,2,1
lined,0,0,0,0,0,0,0,0,0
flied,3,1,0,0,0,0,0,0,0
grounded,0,0,0,1,4,2,0,3,3
at bat,58
walked,4
out,12
advanced,9
scored,10
