x,center,left,right,first,second,third,N/A,to ss,to pitcher
singled,3,0,0,0,0,0,0,0,0
doubled,1,0,0,0,0,0,0,0,0
tripled,0,0,0,0,0,0,0,0,0
homered,0,1,0,0,0,0,0,0,0
popped,0,0,0,0,0,1,0,2,2
lined,0,0,0,0,0,0,0,0,0
flied,3,2,0,0,0,0,0,0,0
grounded,0,0,0,0,2,2,0,2,1
at bat,29
walked,2
out,4
advanced,1
scored,1
