x,center,left,right,first,second,third,N/A,to ss,to pitcher
singled,4,3,3,0,2,0,2,0,0
doubled,0,1,0,0,0,0,0,0,0
tripled,0,0,0,0,0,0,0,0,0
homered,0,0,0,0,0,0,0,0,0
popped,1,1,1,2,1,1,0,1,0
lined,0,0,1,1,0,0,0,1,0
flied,0,1,2,0,0,0,0,0,0
grounded,0,0,0,0,0,2,0,3,0
at bat,49
walked,7
out,4
advanced,12
scored,4
