x,center,left,right,first,second,third,N/A,to ss,to pitcher
singled,0,2,2,0,0,0,1,0,0
doubled,0,1,1,0,0,0,0,0,0
tripled,1,0,0,0,0,0,0,0,0
homered,0,1,0,0,0,0,0,0,0
popped,1,0,0,1,0,0,0,1,0
lined,0,0,0,0,0,0,0,0,0
flied,2,2,0,0,0,0,0,0,0
grounded,0,0,0,0,0,3,0,2,0
at bat,46
walked,8
out,15
advanced,7
scored,2
