x,center,left,right,first,second,third,N/A,to ss,to pitcher
singled,0,1,1,0,0,0,0,0,1
doubled,0,0,0,0,0,0,0,0,0
tripled,0,0,0,0,0,0,0,0,0
homered,0,0,0,0,0,0,0,0,0
popped,0,0,0,0,0,0,0,0,0
lined,0,0,0,0,0,0,0,0,0
flied,0,1,0,0,0,0,0,0,0
grounded,0,0,0,1,1,1,0,1,1
at bat,15
walked,0
out,6
advanced,1
scored,0
